state,district,market,commodity,variety,arrival_date,production,price
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,30/01/2021,5965,5480
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,3/2/2021,5875,5440
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,4/2/2021,5855,5580
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5/2/2021,5980,5615
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,6/2/2021,5875,5620
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,8/2/2021,6015,5605
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,9/2/2021,6000,5720
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,10/2/2021,6025,5610
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,11/2/2021,5845,5485
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,12/2/2021,6000,5500
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,13/02/2021,6050,5635
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,15/02/2021,6255,5870
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,16/02/2021,6175,5840
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,17/02/2021,6100,5870
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,18/02/2021,6205,5790
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,19/02/2021,6205,5600
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,20/02/2021,6270,5845
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,22/02/2021,6480,5940
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,23/02/2021,6525,6000
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,24/02/2021,6560,6150
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,25/02/2021,6600,6165
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,26/02/2021,6510,5880
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,27/02/2021,6455,5870
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,2/3/2021,6530,5945
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,3/3/2021,6555,5995
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,4/3/2021,6500,6000
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5/3/2021,6460,5985
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,6/3/2021,6450,6045
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,8/3/2021,6570,6010
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,9/3/2021,6570,6035
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,10/3/2021,6535,6045
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,12/3/2021,6625,6190
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,13/03/2021,6555,6150
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,15/03/2021,6725,6240
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,16/03/2021,6575,6050
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,17/03/2021,6550,5900
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,18/03/2021,6455,5980
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,19/03/2021,6350,5925
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,20/03/2021,6280,5740
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,22/03/2021,6220,5720
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,23/03/2021,6050,5615
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,24/03/2021,5700,5550
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,25/03/2021,5500,5250
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,26/03/2021,5930,5745
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,27/03/2021,5750,5640
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,2/4/2021,5750,5375
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,3/4/2021,5800,5650
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,5/4/2021,6150,5450
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,6/4/2021,6480,5970
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,7/4/2021,5900,5575
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,8/4/2021,6000,5625
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,9/4/2021,6000,5625
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,10/4/2021,6250,5750
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,12/4/2021,6250,5675
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,13/04/2021,6150,5650
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,15/04/2021,6490,6095
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,16/04/2021,5940,5595
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,17/04/2021,6175,5340
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,19/04/2021,5500,5125
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,20/04/2021,5750,5500
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,22/04/2021,5750,5375
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,23/04/2021,5500,5250
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,24/04/2021,5700,5350
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,26/04/2021,5600,5300
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,27/04/2021,5500,5250
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,28/04/2021,5600,5300
Gujarat,Ahmedabad,Dhandhuka,Cotton,Shanker 6 (B) 30mm FIne,29/04/2021,5500,5250
Gujarat,Amreli,Amreli,Cotton,Other,1/1/2021,5785,5395
Gujarat,Amreli,Amreli,Cotton,Other,2/1/2021,5810,5475
Gujarat,Amreli,Amreli,Cotton,Other,4/1/2021,5900,5585
Gujarat,Amreli,Amreli,Cotton,Other,5/1/2021,5965,5670
Gujarat,Amreli,Amreli,Cotton,Other,6/1/2021,5865,5605
Gujarat,Amreli,Amreli,Cotton,Other,7/1/2021,5885,5640
Gujarat,Amreli,Amreli,Cotton,Other,8/1/2021,5895,5645
Gujarat,Amreli,Amreli,Cotton,Other,9/1/2021,5810,5650
Gujarat,Amreli,Amreli,Cotton,Other,11/1/2021,5940,5705
Gujarat,Amreli,Amreli,Cotton,Other,12/1/2021,5975,5735
Gujarat,Amreli,Amreli,Cotton,Other,13/01/2021,5900,5645
Gujarat,Amreli,Amreli,Cotton,Other,15/01/2021,6000,5700
Gujarat,Amreli,Amreli,Cotton,Other,16/01/2021,6065,5735
Gujarat,Amreli,Amreli,Cotton,Other,18/01/2021,6080,5720
Gujarat,Amreli,Amreli,Cotton,Other,19/01/2021,5950,5570
Gujarat,Amreli,Amreli,Cotton,Other,20/01/2021,5900,5585
Gujarat,Amreli,Amreli,Cotton,Other,21/01/2021,5900,5620
Gujarat,Amreli,Amreli,Cotton,Other,22/01/2021,6000,5710
Gujarat,Amreli,Amreli,Cotton,Other,23/01/2021,6005,5700
Gujarat,Amreli,Amreli,Cotton,Other,25/01/2021,6025,5725
Gujarat,Amreli,Amreli,Cotton,Other,27/01/2021,6055,5760
Gujarat,Amreli,Amreli,Cotton,Other,29/01/2021,5925,5610
Gujarat,Amreli,Amreli,Cotton,Other,30/01/2021,6090,5735
Gujarat,Amreli,Amreli,Cotton,Other,1/2/2021,6025,5685
Gujarat,Amreli,Amreli,Cotton,Other,2/2/2021,6025,5525
Gujarat,Amreli,Amreli,Cotton,Other,3/2/2021,6070,5605
Gujarat,Amreli,Amreli,Cotton,Other,4/2/2021,5970,5505
Gujarat,Amreli,Amreli,Cotton,Other,5/2/2021,6100,5620
Gujarat,Amreli,Amreli,Cotton,Other,6/2/2021,6105,5605
Gujarat,Amreli,Amreli,Cotton,Other,8/2/2021,6200,5725
Gujarat,Amreli,Amreli,Cotton,Other,9/2/2021,6265,5770
Gujarat,Amreli,Amreli,Cotton,Other,10/2/2021,6290,5780
Gujarat,Amreli,Amreli,Cotton,Other,11/2/2021,6035,5515
Gujarat,Amreli,Amreli,Cotton,Other,12/2/2021,6125,5620
Gujarat,Amreli,Amreli,Cotton,Other,13/02/2021,6155,5145
Gujarat,Amreli,Amreli,Cotton,Other,15/02/2021,6340,5790
Gujarat,Amreli,Amreli,Cotton,Other,16/02/2021,6265,5740
Gujarat,Amreli,Amreli,Cotton,Other,17/02/2021,6370,5825
Gujarat,Amreli,Amreli,Cotton,Other,18/02/2021,6430,5880
Gujarat,Amreli,Amreli,Cotton,Other,19/02/2021,6460,5920
Gujarat,Amreli,Amreli,Cotton,Other,20/02/2021,6450,5910
Gujarat,Amreli,Amreli,Cotton,Other,22/02/2021,6460,5935
Gujarat,Amreli,Amreli,Cotton,Other,23/02/2021,6500,5955
Gujarat,Amreli,Amreli,Cotton,Other,24/02/2021,6590,6020
Gujarat,Amreli,Amreli,Cotton,Other,25/02/2021,6500,5945
Gujarat,Amreli,Amreli,Cotton,Other,26/02/2021,6520,5960
Gujarat,Amreli,Amreli,Cotton,Other,27/02/2021,6580,6080
Gujarat,Amreli,Amreli,Cotton,Other,1/3/2021,6750,6110
Gujarat,Amreli,Amreli,Cotton,Other,2/3/2021,6750,6155
Gujarat,Amreli,Amreli,Cotton,Other,3/3/2021,6650,6085
Gujarat,Amreli,Amreli,Cotton,Other,4/3/2021,6500,6000
Gujarat,Amreli,Amreli,Cotton,Other,5/3/2021,6465,5955
Gujarat,Amreli,Amreli,Cotton,Other,8/3/2021,6645,6070
Gujarat,Amreli,Amreli,Cotton,Other,9/3/2021,6680,6080
Gujarat,Amreli,Amreli,Cotton,Other,10/3/2021,6600,6030
Gujarat,Amreli,Amreli,Cotton,Other,12/3/2021,6655,6055
Gujarat,Amreli,Amreli,Cotton,Other,13/03/2021,6650,6075
Gujarat,Amreli,Amreli,Cotton,Other,15/03/2021,6760,6095
Gujarat,Amreli,Amreli,Cotton,Other,16/03/2021,6625,6075
Gujarat,Amreli,Amreli,Cotton,Other,17/03/2021,6780,6190
Gujarat,Amreli,Amreli,Cotton,Other,18/03/2021,6645,6075
Gujarat,Amreli,Amreli,Cotton,Other,19/03/2021,6610,6000
Gujarat,Amreli,Amreli,Cotton,Other,20/03/2021,6490,5910
Gujarat,Amreli,Amreli,Cotton,Other,22/03/2021,6690,6030
Gujarat,Amreli,Amreli,Cotton,Other,23/03/2021,6725,6065
Gujarat,Amreli,Amreli,Cotton,Other,24/03/2021,6605,6015
Gujarat,Amreli,Amreli,Cotton,Other,2/4/2021,6655,6030
Gujarat,Amreli,Amreli,Cotton,Other,3/4/2021,6655,6040
Gujarat,Amreli,Amreli,Cotton,Other,5/4/2021,6950,6375
Gujarat,Amreli,Amreli,Cotton,Other,6/4/2021,6665,6300
Gujarat,Amreli,Amreli,Cotton,Other,7/4/2021,6925,6335
Gujarat,Amreli,Amreli,Cotton,Other,8/4/2021,6950,6400
Gujarat,Amreli,Amreli,Cotton,Other,9/4/2021,6895,6330
Gujarat,Amreli,Amreli,Cotton,Other,10/4/2021,6900,6350
Gujarat,Amreli,Amreli,Cotton,Other,12/4/2021,6900,6370
Gujarat,Amreli,Amreli,Cotton,Other,13/04/2021,6850,6800
Gujarat,Amreli,Amreli,Cotton,Other,24/05/2021,6860,6400
Gujarat,Amreli,Amreli,Cotton,Other,25/05/2021,6950,6490
Gujarat,Amreli,Amreli,Cotton,Other,26/05/2021,7000,6445
Gujarat,Amreli,Amreli,Cotton,Other,27/05/2021,7195,6480
Gujarat,Amreli,Amreli,Cotton,Other,28/05/2021,7175,6450
Gujarat,Amreli,Amreli,Cotton,Other,29/05/2021,7255,6510
Gujarat,Amreli,Amreli,Cotton,Other,31/05/2021,7405,6540
Gujarat,Amreli,Amreli,Cotton,Other,1/6/2021,7535,6610
Gujarat,Amreli,Amreli,Cotton,Other,2/6/2021,7575,6720
Gujarat,Amreli,Amreli,Cotton,Other,3/6/2021,7550,6710
Gujarat,Amreli,Amreli,Cotton,Other,4/6/2021,7550,6750
Gujarat,Amreli,Amreli,Cotton,Other,5/6/2021,7535,6970
Gujarat,Amreli,Amreli,Cotton,Other,7/6/2021,7775,7125
Gujarat,Amreli,Amreli,Cotton,Other,8/6/2021,7795,7150
Gujarat,Amreli,Amreli,Cotton,Other,9/6/2021,7540,7160
Gujarat,Amreli,Amreli,Cotton,Other,10/6/2021,7755,7350
Gujarat,Amreli,Amreli,Cotton,Other,11/6/2021,7700,7265
Gujarat,Amreli,Amreli,Cotton,Other,12/6/2021,7695,7240
Gujarat,Amreli,Amreli,Cotton,Other,14/06/2021,7625,7200
Gujarat,Amreli,Amreli,Cotton,Other,15/06/2021,7645,7195
Gujarat,Amreli,Amreli,Cotton,Other,16/06/2021,7710,7265
Gujarat,Amreli,Amreli,Cotton,Other,17/06/2021,7640,7185
Gujarat,Amreli,Amreli,Cotton,Other,18/06/2021,7575,7195
Gujarat,Amreli,Amreli,Cotton,Other,19/06/2021,7625,7210
Gujarat,Amreli,Amreli,Cotton,Other,22/06/2021,7695,7190
Gujarat,Amreli,Amreli,Cotton,Other,23/06/2021,7820,7440
Gujarat,Amreli,Amreli,Cotton,Other,24/06/2021,7820,7445
Gujarat,Amreli,Amreli,Cotton,Other,25/06/2021,7760,7380
Gujarat,Amreli,Amreli,Cotton,Other,26/06/2021,7765,7475
Gujarat,Amreli,Amreli,Cotton,Other,28/06/2021,7725,7390
Gujarat,Amreli,Amreli,Cotton,Other,29/06/2021,7785,7235
Gujarat,Amreli,Amreli,Cotton,Other,30/06/2021,7790,7285
Gujarat,Amreli,Amreli,Cotton,Other,1/7/2021,7785,7300
Gujarat,Amreli,Amreli,Cotton,Other,2/7/2021,7775,7330
Gujarat,Amreli,Amreli,Cotton,Other,3/7/2021,7770,7355
Gujarat,Amreli,Amreli,Cotton,Other,5/7/2021,7790,7425
Gujarat,Amreli,Amreli,Cotton,Other,6/7/2021,7745,7345
Gujarat,Amreli,Amreli,Cotton,Other,7/7/2021,8000,7215
Gujarat,Amreli,Amreli,Cotton,Other,8/7/2021,8035,7395
Gujarat,Amreli,Amreli,Cotton,Other,9/7/2021,8230,7125
Gujarat,Amreli,Amreli,Cotton,Other,10/7/2021,8200,7570
Gujarat,Amreli,Amreli,Cotton,Other,12/7/2021,8190,7400
Gujarat,Amreli,Amreli,Cotton,Other,13/07/2021,8000,7450
Gujarat,Amreli,Amreli,Cotton,Other,14/07/2021,7850,7400
Gujarat,Amreli,Amreli,Cotton,Other,15/07/2021,8395,7500
Gujarat,Amreli,Amreli,Cotton,Other,16/07/2021,8345,7565
Gujarat,Amreli,Amreli,Cotton,Other,17/07/2021,8230,7475
Gujarat,Amreli,Amreli,Cotton,Other,19/07/2021,8475,7700
Gujarat,Amreli,Amreli,Cotton,Other,20/07/2021,8260,7920
Gujarat,Amreli,Amreli,Cotton,Other,22/07/2021,8245,7945
Gujarat,Amreli,Amreli,Cotton,Other,23/07/2021,8395,7940
Gujarat,Amreli,Amreli,Cotton,Other,24/07/2021,8610,8000
Gujarat,Amreli,Amreli,Cotton,Other,26/07/2021,8380,7790
Gujarat,Amreli,Amreli,Cotton,Other,27/07/2021,8255,6590
Gujarat,Amreli,Amreli,Cotton,Other,28/07/2021,8310,7160
Gujarat,Amreli,Amreli,Cotton,Other,29/07/2021,8620,7920
Gujarat,Amreli,Amreli,Cotton,Other,30/07/2021,8725,7750
Gujarat,Amreli,Amreli,Cotton,Other,31/07/2021,8625,6705
Gujarat,Amreli,Amreli,Cotton,Other,2/8/2021,8675,8490
Gujarat,Amreli,Amreli,Cotton,Other,4/8/2021,8850,8430
Gujarat,Amreli,Amreli,Cotton,Other,5/8/2021,8715,8215
Gujarat,Amreli,Amreli,Cotton,Other,6/8/2021,8800,8470
Gujarat,Amreli,Amreli,Cotton,Other,7/8/2021,8835,8350
Gujarat,Amreli,Babra,Cotton,Other,2/1/2021,5650,5370
Gujarat,Amreli,Babra,Cotton,Other,4/1/2021,5745,5425
Gujarat,Amreli,Babra,Cotton,Other,5/1/2021,5700,5275
Gujarat,Amreli,Babra,Cotton,Other,6/1/2021,5730,5300
Gujarat,Amreli,Babra,Cotton,Other,7/1/2021,5850,5475
Gujarat,Amreli,Babra,Cotton,Other,8/1/2021,5870,5475
Gujarat,Amreli,Babra,Cotton,Other,9/1/2021,5875,5500
Gujarat,Amreli,Babra,Cotton,Other,11/1/2021,5825,5500
Gujarat,Amreli,Babra,Cotton,Other,12/1/2021,5810,5475
Gujarat,Amreli,Babra,Cotton,Other,13/01/2021,5850,5500
Gujarat,Amreli,Babra,Cotton,Other,15/01/2021,5875,5535
Gujarat,Amreli,Babra,Cotton,Other,16/01/2021,5950,5525
Gujarat,Amreli,Babra,Cotton,Other,18/01/2021,5850,5500
Gujarat,Amreli,Babra,Cotton,Other,19/01/2021,5875,5465
Gujarat,Amreli,Babra,Cotton,Other,27/01/2021,5900,5500
Gujarat,Amreli,Babra,Cotton,Other,30/01/2021,6090,5630
Gujarat,Amreli,Babra,Cotton,Other,2/2/2021,6100,5635
Gujarat,Amreli,Babra,Cotton,Other,3/2/2021,6080,5540
Gujarat,Amreli,Babra,Cotton,Other,4/2/2021,6170,5660
Gujarat,Amreli,Babra,Cotton,Other,5/2/2021,6150,5640
Gujarat,Amreli,Babra,Cotton,Other,6/2/2021,6125,5610
Gujarat,Amreli,Babra,Cotton,Other,8/2/2021,6090,5595
Gujarat,Amreli,Babra,Cotton,Other,9/2/2021,6300,5750
Gujarat,Amreli,Babra,Cotton,Other,10/2/2021,6260,5755
Gujarat,Amreli,Babra,Cotton,Other,11/2/2021,6275,5725
Gujarat,Amreli,Babra,Cotton,Other,12/2/2021,6250,5735
Gujarat,Amreli,Babra,Cotton,Other,13/02/2021,6300,5710
Gujarat,Amreli,Babra,Cotton,Other,15/02/2021,6300,5725
Gujarat,Amreli,Babra,Cotton,Other,17/02/2021,6540,5920
Gujarat,Amreli,Babra,Cotton,Other,18/02/2021,6450,5825
Gujarat,Amreli,Babra,Cotton,Other,19/02/2021,6480,5865
Gujarat,Amreli,Babra,Cotton,Other,20/02/2021,6450,5825
Gujarat,Amreli,Babra,Cotton,Other,22/02/2021,6525,5900
Gujarat,Amreli,Babra,Cotton,Other,23/02/2021,6640,5945
Gujarat,Amreli,Babra,Cotton,Other,24/02/2021,6550,5885
Gujarat,Amreli,Babra,Cotton,Other,25/02/2021,6610,5905
Gujarat,Amreli,Babra,Cotton,Other,26/02/2021,6575,5860
Gujarat,Amreli,Babra,Cotton,Other,27/02/2021,6555,5825
Gujarat,Amreli,Babra,Cotton,Other,2/3/2021,6550,5875
Gujarat,Amreli,Babra,Cotton,Other,3/3/2021,6605,5900
Gujarat,Amreli,Babra,Cotton,Other,4/3/2021,6750,6000
Gujarat,Amreli,Babra,Cotton,Other,6/3/2021,6500,5875
Gujarat,Amreli,Babra,Cotton,Other,8/3/2021,6565,5850
Gujarat,Amreli,Babra,Cotton,Other,9/3/2021,6680,6015
Gujarat,Amreli,Babra,Cotton,Other,10/3/2021,6685,5915
Gujarat,Amreli,Babra,Cotton,Other,11/3/2021,6595,5845
Gujarat,Amreli,Babra,Cotton,Other,15/03/2021,6910,6130
Gujarat,Amreli,Babra,Cotton,Other,16/03/2021,6860,6055
Gujarat,Amreli,Babra,Cotton,Other,17/03/2021,6900,6100
Gujarat,Amreli,Babra,Cotton,Other,18/03/2021,6760,5980
Gujarat,Amreli,Babra,Cotton,Other,19/03/2021,6625,5900
Gujarat,Amreli,Babra,Cotton,Other,20/03/2021,6635,5880
Gujarat,Amreli,Babra,Cotton,Other,22/03/2021,6625,5900
Gujarat,Amreli,Babra,Cotton,Other,23/03/2021,6675,5950
Gujarat,Amreli,Babra,Cotton,Other,24/03/2021,6660,5905
Gujarat,Amreli,Babra,Cotton,Other,1/4/2021,6375,5785
Gujarat,Amreli,Babra,Cotton,Other,2/4/2021,6630,5935
Gujarat,Amreli,Babra,Cotton,Other,3/4/2021,6500,5825
Gujarat,Amreli,Babra,Cotton,Other,5/4/2021,6800,6025
Gujarat,Amreli,Babra,Cotton,Other,6/4/2021,6875,6100
Gujarat,Amreli,Babra,Cotton,Other,7/4/2021,6965,6205
Gujarat,Amreli,Babra,Cotton,Other,8/4/2021,7105,6300
Gujarat,Amreli,Babra,Cotton,Other,9/4/2021,6975,6150
Gujarat,Amreli,Babra,Cotton,Other,10/4/2021,6900,6075
Gujarat,Amreli,Babra,Cotton,Other,12/4/2021,6975,5725
Gujarat,Amreli,Babra,Cotton,Other,26/05/2021,7375,6800
Gujarat,Amreli,Babra,Cotton,Other,27/05/2021,7375,6800
Gujarat,Amreli,Babra,Cotton,Other,28/05/2021,7525,6710
Gujarat,Amreli,Babra,Cotton,Other,29/05/2021,7275,6560
Gujarat,Amreli,Babra,Cotton,Other,31/05/2021,7525,6810
Gujarat,Amreli,Babra,Cotton,Other,4/6/2021,8000,7125
Gujarat,Amreli,Babra,Cotton,Other,5/6/2021,7875,7035
Gujarat,Amreli,Babra,Cotton,Other,7/6/2021,7800,6935
Gujarat,Amreli,Babra,Cotton,Other,8/6/2021,7900,7025
Gujarat,Amreli,Babra,Cotton,Other,9/6/2021,7800,6950
Gujarat,Amreli,Babra,Cotton,Other,10/6/2021,7750,6925
Gujarat,Amreli,Babra,Cotton,Other,11/6/2021,7700,6875
Gujarat,Amreli,Babra,Cotton,Other,16/06/2021,7675,6960
Gujarat,Amreli,Babra,Cotton,Other,17/06/2021,7450,6800
Gujarat,Amreli,Babra,Cotton,Other,18/06/2021,7475,6800
Gujarat,Amreli,Babra,Cotton,Other,19/06/2021,7450,6750
Gujarat,Amreli,Babra,Cotton,Other,22/06/2021,7525,6850
Gujarat,Amreli,Babra,Cotton,Other,23/06/2021,7375,6710
Gujarat,Amreli,Babra,Cotton,Other,24/06/2021,7300,6650
Gujarat,Amreli,Babra,Cotton,Other,25/06/2021,7350,6675
Gujarat,Amreli,Babra,Cotton,Other,26/06/2021,7500,6825
Gujarat,Amreli,Babra,Cotton,Other,28/06/2021,7500,6825
Gujarat,Amreli,Babra,Cotton,Other,29/06/2021,7500,6875
Gujarat,Amreli,Babra,Cotton,Other,30/06/2021,7200,6650
Gujarat,Amreli,Babra,Cotton,Other,7/7/2021,7100,6600
Gujarat,Amreli,Babra,Cotton,Other,8/7/2021,7300,6760
Gujarat,Amreli,Babra,Cotton,Other,10/7/2021,7550,7000
Gujarat,Amreli,Babra,Cotton,Other,14/07/2021,7375,6940
Gujarat,Amreli,Babra,Cotton,Other,15/07/2021,7625,7160
Gujarat,Amreli,Babra,Cotton,Other,19/07/2021,8250,7725
Gujarat,Amreli,Babra,Cotton,Other,20/07/2021,7675,7235
Gujarat,Amreli,Babra,Cotton,Other,22/07/2021,7875,7435
Gujarat,Amreli,Babra,Cotton,Other,23/07/2021,7600,7325
Gujarat,Amreli,Babra,Cotton,Other,24/07/2021,7810,7530
Gujarat,Amreli,Babra,Cotton,Other,26/07/2021,7725,7410
Gujarat,Amreli,Babra,Cotton,Other,27/07/2021,7550,6975
